NRO,EMPRESA,TIPO_DOCUMENTO_TITULAR,NRO_DOCUMENTO_TITULAR,FECHA_NACIMIENTO_TITULAR,NOMBRE_TITULAR,PATERNO_TITULAR,MATERNO_TITULAR,NACIONALIDAD_TITULAR,SEXO_TITULAR,NRO_SEGURO_TITULAR,NRO_CELULAR_TITULAR,TITULAR_ES_BENEFICIARIA,TIPO_DOCUMENTO_BENEFICIARIA,NRO_DOCUMENTO_BENEFICIARIA,FECHA_NACIMIENTO_BENEFICIARIA,NOMBRE_BENEFICIARIA,PATERNO_BENEFICIARIA,MATERNO_BENEFICIARIA,NACIONALIDAD_BENEFICIARIA,SEXO_BENEFICIARIA,NRO_SEGURO_BENEFICIARIA,NRO_CELULAR_BENEFICIARIA,TIPO_SUBSIDIO,MONTO,CANTIDAD,TOTAL,NRO_ASIGNACION,DISTRITO,FECHA_INICIO,FECHA_FIN
370,MAGISTERIO,CI,7475798,18/04/1974,PATRICIA,GALVEZ,MARTINEZ,BOLIVIA,M,355151,71540068,NO,CI,6983502,23/12/2010,ANGELA,ARTEAGA,PACHECO,BOLIVIA ,F,35354,78667034,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
371,MAGISTERIO,CI,7516716,14/09/1970,CARLOS,GAMARRA,GUZMAN,BOLIVIA,M,355152,71540069,NO,CI,6062696,17/08/1995,DEYSI,ARUNI,QUISPE,BOLIVIA ,F,35354,78667035,3,2000,498,6000,1,SUCRE,05/01/2018,12/01/2018
372,MAGISTERIO,CI,5499838,02/06/1973,NOELIA,GARCIA,,BOLIVIA,F,355153,71540070,NO,CI,8327508,09/01/1983,LADY,ARUQUIPA,CACHACA,BOLIVIA ,F,35354,78667036,1,2000,499,2000,1,LA PAZ,05/01/2018,12/01/2018
373,MAGISTERIO,CI,7478893,03/05/2000,CLAUDIA,GARCIA,ESTRADA,BOLIVIA,M,355154,71540071,NO,CI,6809937,29/07/1984,YBETH,ARUQUIPA,CHOQUE,BOLIVIA ,F,35354,78667037,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
374,MAGISTERIO,CI,5642637,01/06/2003,MARIBEL,GONZALES,,BOLIVIA,F,355155,71540072,NO,CI,4926956,11/02/2005,ROXANA,ARUQUIPA,CRUZ,BOLIVIA ,F,35354,78667038,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
375,MAGISTERIO,CI,7495600,28/05/1956,CARLOS,GONZALES,CEREZO,BOLIVIA,F,355156,71540073,NO,CI,8349276,06/10/1986,NOEMI,ARUQUIPA,GONZALES,BOLIVIA ,F,35354,78667039,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
376,MAGISTERIO,CI,10343510,13/01/1976,CARLOS,GONZALES,REQUENA,BOLIVIA,M,355157,71540074,NO,CI,2689388,10/06/1995,TEODORA,ARUQUIPA,LARUTA,BOLIVIA ,F,35354,78667040,1,2000,1,2000,1,CBBA,05/01/2018,12/01/2018
377,MAGISTERIO,CI,5491855,01/03/1998,JORGE,GONZALES,REYNOLDS,BOLIVIA,F,355158,71540075,NO,CI,6805821,23/10/2004,REYNALDO,ARUQUIPA,SOSSA,BOLIVIA ,F,35354,78667041,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
378,MAGISTERIO,CI,1438740,11/07/1992,EFRAIN,GUTIERREZ,COLQUE,BOLIVIA,M,355159,71540076,NO,CI,2232439,08/06/1994,PAULA,ASCARRUNZ,CRESPO,BOLIVIA ,F,35354,78667042,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
379,MAGISTERIO,CI,4101427,14/01/1967,SERGIO,GUTIERREZ,ELLIOT,BOLIVIA,F,355160,71540077,NO,CI,8361580,27/10/2009,MARICELA NENA,ASTETE,,BOLIVIA ,F,35354,78667043,3,2000,464,6000,1,LA PAZ,05/01/2018,12/01/2018
380,MAGISTERIO,CI,3650527,08/02/1956,CONSUELO,GUTIERREZ,VEGA,BOLIVIA,F,355161,71540078,NO,CI,2289176,20/09/1977,AMED,ASTORGA,GUACHALLA,BOLIVIA ,F,35354,78667044,1,2000,465,2000,1,LA PAZ,05/01/2018,12/01/2018
381,MAGISTERIO,CI,1111496,05/05/1986,SANDRA,HERBAS,,BOLIVIA,M,355162,71540079,NO,CI,4875196,25/12/1964,EDWIN,ASTORGA,PARRA,BOLIVIA ,F,35354,78667045,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
382,MAGISTERIO,CI,5661050,10/11/1989,JORGE,HERRERA,ORIAS,BOLIVIA,F,355163,71540080,NO,CI,8361686,12/07/2009,ADELAIDA,ATAHUICHI,RODRIGUEZ,BOLIVIA ,F,35354,78667046,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
383,MAGISTERIO,CI,5686198,20/12/2004,MONICA,HIGUERAS,ALVAREZ,BOLIVIA,F,355164,71540081,NO,CI,2392753,15/09/2000,ALINA,AVENDAÑO,TORREZ,BOLIVIA ,F,35354,78667047,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
384,MAGISTERIO,CI,7537164,21/12/1956,SHARON,JAIMES,RODRIGUEZ,BOLIVIA,F,355165,71540082,NO,CI,6818846,13/10/1983,ERICKA,AVILA,SALOMON,BOLIVIA ,F,35354,78667048,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
385,MAGISTERIO,CI,5494486,15/01/2008,NINOSKA,JALDIN,PARRAGA,BOLIVIA,F,355166,71540083,NO,CI,2634517,24/04/1958,CONSUELO ROXANA,AVILES,,BOLIVIA ,F,35354,78667049,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
386,MAGISTERIO,CI,10710000,28/12/1956,CAROL MERY,JURADO,,BOLIVIA,M,355167,71540084,NO,CI,2449271,29/06/1956,CORNELIO,AYALA,CHOQUE,BOLIVIA ,F,35354,78667050,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
387,MAGISTERIO,CI,5632860,23/05/1973,MARCIO,LAMBERTIN,ALMENDRAS,BOLIVIA,M,355168,71540085,NO,CI,7062802,18/12/1976,ERICO,AYALA,CONDORI,BOLIVIA ,F,35354,78667051,3,2000,472,6000,1,LA PAZ,05/01/2018,12/01/2018
388,MAGISTERIO,CI,1144940,12/02/1975,OLGA,LASCANO,CENZANO,BOLIVIA,F,355169,71540086,NO,CI,6105968,31/12/1974,ALVARO,AYALA,FUNARO,BOLIVIA ,F,35354,78667052,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
389,MAGISTERIO,CI,5689071,09/03/1974,PAOLA,LENZ,PARDO,BOLIVIA,F,355170,71540087,NO,CI,5968423,15/01/1954,SERGIO,AYALA,PATON,BOLIVIA ,F,35354,78667053,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
390,MAGISTERIO,CI,7559770,14/07/1993,MARIBEL,LEZANO,BERNAL,BOLIVIA,F,355171,71540088,NO,CI,6725896,04/09/1978,MARIA,AYALA,PEÑA,BOLIVIA ,F,35354,78667054,1,2000,475,2000,1,BENI ,05/01/2018,12/01/2018
391,MAGISTERIO,CI,3643223,24/10/1969,JHOSSET SANDRA,LLANOS,,BOLIVIA,M,355172,71540089,NO,CI,4143177,05/01/1999,LUIS EDUARDO ALCIDES,AYALA,,BOLIVIA ,F,35354,78667055,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
392,MAGISTERIO,CI,5676968,01/02/1994,ALICIA,LLANQUE,JANCO,BOLIVIA,M,355173,71540090,NO,CI,3475685,05/07/2006,FABIOLA,AYLLON,CAMACHO,BOLIVIA ,F,35354,78667056,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
393,MAGISTERIO,CI,10384200,07/04/1973,YAMICEL,LOAYZA,VASQUEZ,BOLIVIA,M,355174,71540091,NO,CI,3513367,23/08/2007,PATRICIA,AYOROA,BACARREZA,BOLIVIA ,F,35354,78667057,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
394,MAGISTERIO,CI,4089760,02/01/1988,PAOLA,LOAYZA,ZAMBRANA,BOLIVIA,F,355175,71540092,NO,CI,6125854,04/03/1967,PAOLA,AZEÑAS,GONZALES,BOLIVIA ,F,35354,78667058,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
395,MAGISTERIO,CI,7143835,12/08/1988,MARIA,LOPEZ,LEON,BOLIVIA,M,355176,71540093,NO,CI,6036444,24/02/1964,SAUL,AZULY,MAMANI,BOLIVIA ,F,35354,78667059,3,2000,480,6000,1,CBBA,05/01/2018,12/01/2018
396,MAGISTERIO,CI,5656939,05/08/1953,LOURDES,LOPEZ,MANCILLA,BOLIVIA,M,355177,71540094,NO,CI,2696115,17/10/2003,MERCEDES,BALDIVIESO,HACHE,BOLIVIA ,F,35354,78667060,1,2000,481,2000,1,SANTA CRUZ,05/01/2018,12/01/2018
397,MAGISTERIO,CI,5499957,23/02/1957,KAREN,LOPEZ,PAPUTSACHIS,BOLIVIA,F,355178,71540095,NO,CI,6721376,12/07/1969,SEIDY,BALDIVIEZO,ALDAYUZ,BOLIVIA ,F,35354,78667061,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
398,MAGISTERIO,CI,7466721,03/11/2000,NEYVA,LUCUY,BARJA,BOLIVIA,F,355179,71540096,NO,CI,6798859,04/12/1975,LYONEL RAUL,BALLESTER,FERNANDEZ,BOLIVIA ,F,35354,78667062,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
399,MAGISTERIO,CI,5642785,30/04/1973,VLADIMIR,LUCUY,ROCHA,BOLIVIA,M,355180,71540097,NO,CI,5959378,12/08/1969,MIRIAN,BALLON,MORALES,BOLIVIA ,F,35354,78667063,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
400,MAGISTERIO,CI,5496020,26/11/1969,MARIA,MAITA,CHAMBI,BOLIVIA,M,355181,71540098,NO,CI,5798192,16/07/1953,CLAUDIA,BAPTISTA,TERAN,BOLIVIA ,F,35354,78667064,1,2000,485,2000,1,LA PAZ,05/01/2018,12/01/2018
401,MAGISTERIO,CI,3683011,11/06/1973,JORGE,MALDONADO,GONZALES,BOLIVIA,M,355182,71540099,NO,CI,4307567,29/01/1989,WENDY,BAPTISTA,,BOLIVIA ,F,35354,78667065,3,2000,486,6000,1,LA PAZ,05/01/2018,12/01/2018
402,MAGISTERIO,CI,7767421,16/01/1980,EDWIN,MAMANI,MAMANI,BOLIVIA,F,355183,71540100,NO,CI,2059877,31/05/1974,FELIPE,BARRA,SARZURI,BOLIVIA ,F,35354,78667066,1,2000,487,2000,1,CBBA,05/01/2018,12/01/2018
403,MAGISTERIO,CI,5491524,09/01/1983,RODRIGO,MARIN,AYALA,BOLIVIA,F,355184,71540101,NO,CI,4772313,06/05/1972,ALEJANDRA,BARRANCOS,MIRANDA,BOLIVIA ,F,35354,78667067,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
404,MAGISTERIO,CI,5636645,21/01/1969,TATIANA,MARIN,URIONA,BOLIVIA,M,355185,71540102,NO,CI,4871701,13/06/1961,SERGIO,BARRAZA,SALAZAR,BOLIVIA ,F,35354,78667068,1,2000,489,2000,1,BENI ,05/01/2018,12/01/2018
405,MAGISTERIO,CI,5632699,04/06/1991,SERGIO,MARIN,URRESTI,BOLIVIA,M,355186,71540103,NO,CI,6783344,01/04/2006,TANIA MARCELA,BARRERA,,BOLIVIA ,F,35354,78667069,3,2000,490,6000,1,PANDO ,05/01/2018,12/01/2018
406,MAGISTERIO,CI,3986470,07/04/1993,YULY ERIKA,MARIN,,BOLIVIA,F,355187,71540104,NO,CI,6036839,17/01/1983,SILVIA,BARRETO,CHOQUE,BOLIVIA ,F,35354,78667070,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
407,MAGISTERIO,CI,5640562,08/01/1980,EDWIN,MARTINEZ,MUÑOZ,BOLIVIA,F,355188,71540105,NO,CI,4141463,23/12/1962,MARIA,BARRIENTOS,CAMPERO,BOLIVIA ,F,35354,78667071,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
408,MAGISTERIO,CI,5697111,26/12/1978,LUIS,MEDINA,RENJEL,BOLIVIA,M,355189,71540106,NO,CI,6868812,18/05/1998,JOAQUIN,BARRIOS,CHACON,BOLIVIA ,F,35354,78667072,1,2000,493,2000,1,LA PAZ,05/01/2018,12/01/2018
409,MAGISTERIO,CI,6701390,26/01/1954,SKARLET,MEDINA,SUBIETA,BOLIVIA,F,355190,71540107,NO,CI,4809421,26/11/1985,JULIO,BARRIOS,IMAÑA,BOLIVIA ,F,35354,78667073,3,2000,494,6000,1,CBBA,05/01/2018,12/01/2018
410,MAGISTERIO,CI,5655170,31/03/1988,RUTH,MEDINA,,BOLIVIA,F,355191,71540108,NO,CI,4313912,18/12/1984,GABRIELA,BARRIOS,ROSALES,BOLIVIA ,F,35354,78667074,1,2000,495,2000,1,SANTA CRUZ,05/01/2018,12/01/2018
411,MAGISTERIO,CI,5680646,01/02/1984,ENRIQUE,MELCON,VALDA,BOLIVIA,M,355192,71540109,NO,CI,4765922,29/04/1989,CARLA,BASAURE,NUYTTENS,BOLIVIA ,F,35354,78667075,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
412,MAGISTERIO,CI,7486640,13/09/1966,MARICARMEN,PEREZ,,BOLIVIA,M,355193,71540110,NO,CI,6798519,21/01/1970,PEDRO,BASCOPE,APAZA,BOLIVIA ,F,35354,78667076,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
413,MAGISTERIO,CI,5505845,14/03/1972,LIDIA,MENDEZ,VARGAS,BOLIVIA,F,355194,71540111,NO,CI,8345145,12/01/1995,KARINA,BASCOPE,LIMACO,BOLIVIA ,F,35354,78667077,3,2000,498,6000,1,SUCRE,05/01/2018,12/01/2018
414,MAGISTERIO,CI,6412793,27/12/2011,RENE,MENDOZA,CABRERA,BOLIVIA,M,355195,71540112,NO,CI,4755314,27/10/1993,JOSE,BAUTISTA,COPA,BOLIVIA ,F,35354,78667078,1,2000,499,2000,1,LA PAZ,05/01/2018,12/01/2018
415,MAGISTERIO,CI,5657886,07/06/1991,DIEGO,MENESES,LA FUENTE,BOLIVIA,F,355196,71540113,NO,CI,5998518,21/02/1974,RUTH,BAUTISTA,QUISPE,BOLIVIA ,F,35354,78667079,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
416,MAGISTERIO,CI,5677859,07/01/1968,HEBERT,MERIDA,RENJIFO,BOLIVIA,F,355197,71540114,NO,CI,4843676,23/02/1958,GEORGINA,BEJARANO,CAMACHO,BOLIVIA ,F,35354,78667080,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
417,MAGISTERIO,CI,4424969,04/07/1989,JEAN,MIRANDA,BURGOA,BOLIVIA,M,355198,71540115,NO,CI,6199381,19/12/1995,ALAN,BELLIDO,SOLIZ,BOLIVIA ,F,35354,78667081,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
418,MAGISTERIO,CI,10332360,24/03/1963,CECILIA,MIRANDA,FLORES,BOLIVIA,F,355199,71540116,NO,CI,2534489,11/12/1988,SERGIO,BELLOT,PONCE,BOLIVIA ,F,35354,78667082,1,2000,1,2000,1,CBBA,05/01/2018,12/01/2018
419,MAGISTERIO,CI,7505979,06/07/1981,MARCO,MIRANDA,ONTIVEROS,BOLIVIA,M,355200,71540117,NO,CI,4304719,17/11/1992,CINTHYA,BELTRAN,ALBORTA,BOLIVIA ,F,35354,78667083,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
420,MAGISTERIO,CI,7153129,26/08/1987,MELINA,MONDAQUI,,BOLIVIA,F,355201,71540118,NO,CI,6815738,03/06/1965,ALEXANDER,BELTRAN,ARANDA,BOLIVIA ,F,35354,78667084,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
421,MAGISTERIO,CI,4089748,15/08/1957,CARLOS,MONRROY,RODRIGUEZ,BOLIVIA,F,355202,71540119,NO,CI,6734906,25/10/1978,GRITBIA,BELTRAN,TERAN,BOLIVIA ,F,35354,78667085,3,2000,464,6000,1,LA PAZ,05/01/2018,12/01/2018
422,MAGISTERIO,CI,5122239,20/07/1963,JAIME,MONTAÑO,MAMANI,BOLIVIA,M,355203,71540120,NO,CI,6608216,12/12/1978,PAOLA JIMENA,BELTRAN,,BOLIVIA ,F,35354,78667086,1,2000,465,2000,1,LA PAZ,05/01/2018,12/01/2018
423,MAGISTERIO,CI,4083150,14/10/2002,LUPE,MONTECINOS,CUBA,BOLIVIA,F,355204,71540121,NO,CI,5951579,09/12/1960,VALERIA,BENAVENTE,BEDOYA,BOLIVIA ,F,35354,78667087,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
424,MAGISTERIO,CI,11779901,15/03/2009,FERNANDO,MONTECINOS,VARGAS,BOLIVIA,F,355205,71540122,NO,CI,6725012,29/07/1984,EDGAR,BENITES,QUISPE,BOLIVIA ,F,35354,78667088,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
425,MAGISTERIO,CI,7469195,06/09/1964,EDWIN,MONTELLANO,CARVAJAL,BOLIVIA,F,355206,71540123,NO,CI,4909842,08/08/1988,IVONNE,BERAZAIN,MAJES,BOLIVIA ,F,35354,78667089,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
426,MAGISTERIO,CI,5647254,06/10/2009,SORAYA,MONTESINOS,URZAGASTE,BOLIVIA,F,355207,71540124,NO,CI,5138608,20/12/2007,FABIANA,BERNAL,CHABAN,BOLIVIA ,F,35354,78667090,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
427,MAGISTERIO,CI,10332950,15/05/1999,MABEL,MORALES,HUARITA,BOLIVIA,M,355208,71540125,NO,CI,4339844,17/03/1996,VIVIAN,BERNAL,OLGUIN,BOLIVIA ,F,35354,78667091,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
428,MAGISTERIO,CI,4095756,31/08/1963,JUAN,MOSCOSO,VEDIA,BOLIVIA,M,355209,71540126,NO,CI,4880745,04/05/2012,FABIO,BERNAL,ROMERO,BOLIVIA ,F,35354,78667092,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
429,MAGISTERIO,CI,5665716,03/10/2002,LUIS,MOSTAJO,ZARATE,BOLIVIA,F,355210,71540127,NO,CI,4306410,06/04/1974,DANIELA,BESARES,CRESPO,BOLIVIA ,F,35354,78667093,3,2000,472,6000,1,LA PAZ,05/01/2018,12/01/2018
430,MAGISTERIO,CI,5112640,07/07/1967,JORGE,MURILLO,JAMES,BOLIVIA,F,355211,71540128,NO,CI,6096879,26/01/1998,DANTE JUNIOR,BESARES,,BOLIVIA ,F,35354,78667094,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
431,MAGISTERIO,CI,1111986,03/07/1973,ALEX,NAVA,ARAGON,BOLIVIA,F,355212,71540129,NO,CI,6082391,17/06/2008,PAMELA,BLANCO,CONDORI,BOLIVIA ,F,35354,78667095,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
432,MAGISTERIO,CI,4630812,13/08/1985,ROSALBA,NAVA,SALVADOR,BOLIVIA,M,355213,71540130,NO,CI,2286661,23/11/1973,IVAN,BOLIVAR,PARRAGA,BOLIVIA ,F,35354,78667096,1,2000,475,2000,1,BENI ,05/01/2018,12/01/2018
433,MAGISTERIO,CI,5663685,07/06/2003,PAOLA,NAVAS,TAPIA,BOLIVIA,M,355214,71540131,NO,CI,6365889,31/01/2010,CAROL,BONILLA,PRADEL,BOLIVIA ,F,35354,78667097,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
434,MAGISTERIO,CI,4109915,16/06/2008,WILDER,NEGRETE,SUAREZ,BOLIVIA,M,355215,71540132,NO,CI,4268996,17/08/2012,WILFREDO,BRAÑEZ,LAZARTE,BOLIVIA ,F,35354,78667098,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
435,MAGISTERIO,CI,5632381,14/12/1977,OSCAR,NUÑEZ,DAZA,BOLIVIA,F,355216,71540133,NO,CI,6741521,27/06/1966,ESTHER,BRAVO,ESTEVEZ,BOLIVIA ,F,35354,78667099,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
436,MAGISTERIO,CI,7480276,27/01/1995,PAOLA JIMENA,NUÑEZ,REYNAGA,BOLIVIA,M,355217,71540134,NO,CI,492356,09/12/1965,EDGAR,BRAVO,TORREZ,BOLIVIA ,F,35354,78667100,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
437,MAGISTERIO,CI,4093353,26/10/1969,MIGUEL,ODIAN,TORRES,BOLIVIA,M,355218,71540135,NO,CI,6057432,15/07/1962,MAYRA,BURGA,CAMPOS,BOLIVIA ,F,35354,78667101,3,2000,480,6000,1,CBBA,05/01/2018,12/01/2018
438,MAGISTERIO,CI,5540968,10/06/1996,JHUMAGAY,OLIVERA,PARY,BOLIVIA,F,355219,71540136,NO,CI,4786753,24/11/1987,CARLOS,BURGOA,SUAREZ,BOLIVIA ,F,35354,78667102,1,2000,481,2000,1,SANTA CRUZ,05/01/2018,12/01/2018
439,MAGISTERIO,CI,4088503,25/04/2011,CECILIA,ORTEGA,FLORES,BOLIVIA,F,355220,71540137,NO,CI,4921253,05/08/1976,PATRICIA,BUSTAMANTE,,BOLIVIA ,F,35354,78667103,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
440,MAGISTERIO,CI,1083707,24/08/2010,JOSE,ORTEGA,MATIENZO,BOLIVIA,M,355221,71540138,NO,CI,5979636,10/02/1989,MONICA,BUSTILLOS,ALARCON,BOLIVIA ,F,35354,78667104,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
441,MAGISTERIO,CI,1109132,07/05/1995,EDUARDO,ORTEGA,SOLORZANO,BOLIVIA,M,355222,71540139,NO,CI,2056526,04/08/2002,JUAN,BUSTILLOS,MURILLO,BOLIVIA ,F,35354,78667105,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
442,MAGISTERIO,CI,1108259,01/03/2009,GUIDO HUGO,ORTEGA,,BOLIVIA,M,355223,71540140,NO,CI,6012303,27/02/1972,MARIBEL,BUSTILLOS,YUCRA,BOLIVIA ,F,35354,78667106,1,2000,485,2000,1,LA PAZ,05/01/2018,12/01/2018
443,MAGISTERIO,CI,7506587,30/10/2004,IRMA,ORTIZ,CORTEZ,BOLIVIA,F,355224,71540141,NO,CI,4967899,10/06/1957,DIMELZA,CABALLERO,DIAZ,BOLIVIA ,F,35354,78667107,3,2000,486,6000,1,LA PAZ,05/01/2018,12/01/2018
444,MAGISTERIO,CI,7568988,01/07/1960,DORIZ,ORTIZ,SEJAS,BOLIVIA,F,355225,71540142,NO,CI,4779894,07/06/1962,VALERIA,CABRERA,ALMANZA,BOLIVIA ,F,35354,78667108,1,2000,487,2000,1,CBBA,05/01/2018,12/01/2018
445,MAGISTERIO,CI,7554003,19/04/1969,BRIAN,ORTUBE,OLMOS,BOLIVIA,M,355226,71540143,NO,CI,6899747,06/01/1988,NILDA,CABRERA,CHINO,BOLIVIA ,F,35354,78667109,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
446,MAGISTERIO,CI,5643595,09/03/1987,VIVIAN,ORTUSTE,PACHECO,BOLIVIA,M,355227,71540144,NO,CI,5067814,11/03/1984,ELIANA,CABRERA,PRADO,BOLIVIA ,F,35354,78667110,1,2000,489,2000,1,BENI ,05/01/2018,12/01/2018
447,MAGISTERIO,CI,5632099,12/12/1965,MIGUEL,OSINA,VACAFLOR,BOLIVIA,F,355228,71540145,NO,CI,4887846,13/09/1994,VANIA,CACERES,MARIN,BOLIVIA ,F,35354,78667111,3,2000,490,6000,1,PANDO ,05/01/2018,12/01/2018
448,MAGISTERIO,CI,2922276,29/03/2005,OSVALDO,OSINAGA,,BOLIVIA,F,355229,71540146,NO,CI,6101561,16/01/1961,DANIEL,CAHUANA,AJATA,BOLIVIA ,F,35354,78667112,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
449,MAGISTERIO,CI,5630760,27/02/1955,JUAN,PABON,ESPADA,BOLIVIA,M,355230,71540147,NO,CI,5768507,01/06/1953,CLAUDIA,CAHUANA,CHOQUE,BOLIVIA ,F,35354,78667113,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
450,MAGISTERIO,CI,3658236,01/09/1981,ROXANA,PADILLA,AMONZABEL,BOLIVIA,F,355231,71540148,NO,CI,3366140,26/02/1955,KENNETH,CALANI,MOSTACEDO,BOLIVIA ,F,35354,78667114,1,2000,493,2000,1,LA PAZ,05/01/2018,12/01/2018
451,MAGISTERIO,CI,7460882,02/01/1981,RIDER,PADILLA,LLANOS,BOLIVIA,F,355232,71540149,NO,CI,6196879,06/09/1987,ANGELA,CALDERON,MORALES,BOLIVIA ,F,35354,78667115,3,2000,494,6000,1,CBBA,05/01/2018,12/01/2018
452,MAGISTERIO,CI,5486158,19/08/1963,PABLO,PADILLA,MICORDIA,BOLIVIA,M,355233,71540150,NO,CI,11104343,07/07/1994,SHIRLEY,CALDERON,MOSCOSO,BOLIVIA ,F,35354,78667116,1,2000,495,2000,1,SANTA CRUZ,05/01/2018,12/01/2018
453,MAGISTERIO,CI,4630021,21/04/1982,MAYRA,PEREIRA,PEREZ,BOLIVIA,M,355234,71540151,NO,CI,6155664,23/08/1984,CARLOS,CALDERON,OROSCO,BOLIVIA ,F,35354,78667117,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
454,MAGISTERIO,CI,5491197,15/04/1972,FRANZ,PALACIOS,CRESPO,BOLIVIA,F,355235,71540152,NO,CI,3460049,21/07/1958,HERLAND,CALISAYA,ARROYO,BOLIVIA ,F,35354,78667118,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
455,MAGISTERIO,CI,5649985,22/06/1954,RILIANA,PALACIOS,TORRES,BOLIVIA,M,355236,71540153,NO,CI,3482501,06/09/1982,HEBER,CALIZAYA,CALLAPA,BOLIVIA ,F,35354,78667119,3,2000,498,6000,1,SUCRE,05/01/2018,12/01/2018
456,MAGISTERIO,CI,1144811,22/10/2006,FRANCO,PALENQUE,MATURANO,BOLIVIA,F,355237,71540154,NO,CI,3353568,23/07/1980,ALEJANDRO,CALLA,VEDIA,BOLIVIA ,F,35354,78667120,1,2000,499,2000,1,LA PAZ,05/01/2018,12/01/2018
457,MAGISTERIO,CI,5500203,23/04/1979,MARIA,PARRADO,FLORES,BOLIVIA,F,355238,71540155,NO,CI,4808518,11/11/1968,DAVID,CALLE,CORONEL,BOLIVIA ,F,35354,78667121,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
458,MAGISTERIO,CI,5684477,26/02/1976,MERCEDES,PEREIRA,AGUILAR,BOLIVIA,M,355239,71540156,NO,CI,4376318,06/12/1982,LIDIA,CALLE,FORRA,BOLIVIA ,F,35354,78667122,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
459,MAGISTERIO,CI,7474060,15/01/1982,GABRIEL,PEREIRA,RIBERA,BOLIVIA,F,355240,71540157,NO,CI,8281219,17/09/1957,ADALID,CALLE,OCHOA,BOLIVIA ,F,35354,78667123,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
460,MAGISTERIO,CI,4631213,08/12/1968,CARLOS ANDRES,PEREIRA,,BOLIVIA,M,355241,71540158,NO,CI,6153991,18/06/1955,JHANETH HILDA,CALLE,,BOLIVIA ,F,35354,78667124,1,2000,1,2000,1,CBBA,05/01/2018,12/01/2018
